2929
4134318,2158166,624048
4136188,4004182,9812446
4136188,10428474,5016228
4136376,3058278,1342122
4144592,3570510,3794542
4172298,1624116,4592328
4186182,10258446,4324188
4205290,6786468,2726188
4224256,7623462,2112128
4230188,4095182,10035446
4230188,10665474,5130228
4266316,7965590,4725350
4268388,4224384,3300300
4293318,2241166,648048
4321298,1682116,4756328
4324188,6670290,10764468
4324188,10902474,5244228
4324376,3197278,1403122
4350290,7020468,2820188
4352256,7854462,2176128
4418188,4277182,10481446
4418188,11139474,5358228
4424316,8260590,4900350
4440592,3825510,4065542
4452318,2324166,672048
4462388,4416384,3450300
4470298,1740116,4920328
4480256,8085462,2240128
4495290,7254468,2914188
4512188,4368182,10704446
4512188,11376474,5472228
4512376,3336278,1464122
4582316,8555590,5075350
4606188,4459182,10927446
4606188,11613474,5586228
4608256,8316462,2304128
4611318,2407166,696048
4619298,1798116,5084328
4640290,7488468,3008188
4656388,4608384,3600300
4700188,4550182,11150446
4700188,11850474,5700228
4700376,3475278,1525122
4736256,8547462,2368128
4736592,4080510,4336542
4740316,8850590,5250350
4768298,1856116,5248328
4770318,2490166,720048
4785290,7722468,3102188
4794188,4641182,11373446
4794188,12087474,5814228
4850388,4800384,3750300
4864256,8778462,2432128
4888376,3614278,1586122
4898316,9145590,5425350
4917298,1914116,5412328
4929318,2573166,744048
4930290,7956468,3196188
4992256,9009462,2496128
5032592,4335510,4607542
5044388,4992384,3900300
5056316,9440590,5600350
5066298,1972116,5576328
5076376,3753278,1647122
5088318,2656166,768048
5120256,9240462,2560128
5214316,9735590,5775350
5214474,2508228,2068188
5215298,2030116,5740328
5220290,8424468,3384188
5238388,5184384,4050300
5247318,2739166,792048
5264376,3892278,1708122
5328592,4590510,4878542
5364298,2088116,5904328
5365290,8658468,3478188
5372316,10030590,5950350
5376256,9702462,2688128
5406318,2822166,816048
5432388,5376384,4200300
5452376,4031278,1769122
5504256,9933462,2752128
5510290,8892468,3572188
5513298,2146116,6068328
5530316,10325590,6125350
5565318,2905166,840048
5624592,4845510,5149542
5626388,5568384,4350300
5632256,10164462,2816128
5640376,4170278,1830122
5655290,9126468,3666188
5662298,2204116,6232328
5688316,10620590,6300350
5724318,2988166,864048
5760256,10395462,2880128
5800290,9360468,3760188
5811298,2262116,6396328
5820388,5760384,4500300
5828376,4309278,1891122
5846316,10915590,6475350
5883318,3071166,888048
5888256,10626462,2944128
5920592,5100510,5420542
5960298,2320116,6560328
6004316,11210590,6650350
6014388,5952384,4650300
6016256,10857462,3008128
6016376,4448278,1952122
6042318,3154166,912048
6090290,9828468,3948188
6109298,2378116,6724328
6144256,11088462,3072128
6162316,11505590,6825350
6201318,3237166,936048
6204376,4587278,2013122
6208388,6144384,4800300
6216592,5355510,5691542
6235290,10062468,4042188
6258298,2436116,6888328
6272256,11319462,3136128
6320316,11800590,7000350
6360318,3320166,960048
6380290,10296468,4136188
6392376,4726278,2074122
6400256,11550462,3200128
6402388,6336384,4950300
6407298,2494116,7052328
6468462,1792128,3584256
6478316,12095590,7175350
6512592,5610510,5962542
6519318,3403166,984048
6525290,10530468,4230188
6528256,11781462,3264128
6556298,2552116,7216328
6580376,4865278,2135122
6596388,6528384,5100300
6636316,12390590,7350350
6678318,3486166,1008048
6705298,2610116,7380328
6768376,5004278,2196122
6790388,6720384,5250300
6794316,12685590,7525350
6808592,5865510,6233542
6815290,10998468,4418188
6837318,3569166,1032048
6854298,2668116,7544328
6952316,12980590,7700350
6956376,5143278,2257122
6960290,11232468,4512188
6984388,6912384,5400300
6996318,3652166,1056048
7003298,2726116,7708328
7104592,6120510,6504542
7105290,11466468,4606188
7110316,13275590,7875350
7144376,5282278,2318122
7152298,2784116,7872328
7155318,3735166,1080048
7178388,7104384,5550300
7250290,11700468,4700188
7268316,13570590,8050350
7301298,2842116,8036328
7314318,3818166,1104048
7332376,5421278,2379122
7372388,7296384,5700300
7395290,11934468,4794188
7400592,6375510,6775542
7426316,13865590,8225350
7450298,2900116,8200328
7473318,3901166,1128048
7520376,5560278,2440122
7566388,7488384,5850300
7584316,14160590,8400350
7599298,2958116,8364328
7632318,3984166,1152048
7696592,6630510,7046542
7708376,5699278,2501122
7742316,14455590,8575350
7760388,7680384,6000300
7791318,4067166,1176048
7896376,5838278,2562122
7900316,14750590,8750350
7950318,4150166,1200048
7954388,7872384,6150300
7992592,6885510,7317542
8058316,15045590,8925350
8084376,5977278,2623122
8109318,4233166,1224048
8148388,8064384,6300300
8272376,6116278,2684122
8288592,7140510,7588542
8342388,8256384,6450300
8460376,6255278,2745122
8536388,8448384,6600300
8584592,7395510,7859542
8730388,8640384,6750300
8836376,6533278,2867122
8880592,7650510,8130542
8924388,8832384,6900300
9024376,6672278,2928122
9062394,2576112,828036
9118388,9024384,7050300
9176592,7905510,8401542
9212376,6811278,2989122
9312388,9216384,7200300
9400376,6950278,3050122
9471462,2624128,5248256
9472592,8160510,8672542
9506388,9408384,7350300
9588376,7089278,3111122
9700388,9600384,7500300
9717474,4674228,3854188
9768592,8415510,8943542
9894388,9792384,7650300
10064592,8670510,9214542
10360592,8925510,9485542
10656592,9180510,9756542
10952592,9435510,10027542
11248592,9690510,10298542
11544592,9945510,10569542
11840592,10200510,10840542
12136592,10455510,11111542
12432592,10710510,11382542
12728592,10965510,11653542
13024592,11220510,11924542
13320592,11475510,12195542
13616592,11730510,12466542
13912592,11985510,12737542
14208592,12240510,13008542
14504592,12495510,13279542
14800592,12750510,13550542
15096592,13005510,13821542
468,1010,826,970
544,1186,600,1092
598,1116,518,818
766,416,750,894
868,952,484,880
874,1144,1002,912
1002,764,676,1128
1084,606,790,1000
1164,650,444,454
1174,586,1056,920
4224,3310,3254,4392
12004,12006,12014,12012
234468,506010,413826,485970
272544,594186,300600,547092
299598,559116,259518,409818
383766,208416,375750,447894
434868,476952,242484,440880
437874,573144,502002,456912
468468,1011010,826826,970970
502002,382764,338676,565128
543084,303606,395790,501000
544544,1187186,600600,1093092
583164,325650,222444,227454
588174,293586,529056,460920
598598,1117116,518518,818818
702468,1516010,1239826,1455970
766766,416416,750750,894894
816544,1780186,900600,1639092
868868,952952,484484,880880
897598,1675116,777518,1227818
936468,2021010,1652826,1940970
1003002,764764,676676,1129128
1003002,912912,874874,1145144
1085084,606606,790790,1001000
1088544,2373186,1200600,2185092
1149766,624416,1125750,1341894
1165164,650650,444444,454454
1170468,2526010,2065826,2425970
1175174,586586,1057056,920920
1196598,2233116,1036518,1636818
1302868,1428952,726484,1320880
1360544,2966186,1500600,2731092
1404468,3031010,2478826,2910970
1495598,2791116,1295518,2045818
1504002,1146764,1014676,1693128
1504002,1368912,1311874,1717144
1532766,832416,1500750,1788894
1627084,909606,1185790,1501000
1632544,3559186,1800600,3277092
1638468,3536010,2891826,3395970
1736868,1904952,968484,1760880
1747164,975650,666444,681454
1762174,879586,1585056,1380920
1794598,3349116,1554518,2454818
1872468,4041010,3304826,3880970
1904544,4152186,2100600,3823092
1915766,1040416,1875750,2235894
2005002,1528764,1352676,2257128
2005002,1824912,1748874,2289144
2093598,3907116,1813518,2863818
2106468,4546010,3717826,4365970
2116224,1658310,1630254,2200392
2169084,1212606,1580790,2001000
2170868,2380952,1210484,2200880
2176544,4745186,2400600,4369092
2298766,1248416,2250750,2682894
2329164,1300650,888444,908454
2340468,5051010,4130826,4850970
2349174,1172586,2113056,1840920
2392598,4465116,2072518,3272818
2448544,5338186,2700600,4915092
2506002,1910764,1690676,2821128
2506002,2280912,2185874,2861144
2574468,5556010,4543826,5335970
2604868,2856952,1452484,2640880
2681766,1456416,2625750,3129894
2691598,5023116,2331518,3681818
2711084,1515606,1975790,2501000
2720544,5931186,3000600,5461092
2808468,6061010,4956826,5820970
2911164,1625650,1110444,1135454
2936174,1465586,2641056,2300920
2990598,5581116,2590518,4090818
2992544,6524186,3300600,6007092
3007002,2292764,2028676,3385128
3007002,2736912,2622874,3433144
3038868,3332952,1694484,3080880
3042468,6566010,5369826,6305970
3064766,1664416,3000750,3576894
3253084,1818606,2370790,3001000
3264544,7117186,3600600,6553092
3276468,7071010,5782826,6790970
3289598,6139116,2849518,4499818
3447766,1872416,3375750,4023894
3472868,3808952,1936484,3520880
3493164,1950650,1332444,1362454
3508002,2674764,2366676,3949128
3508002,3192912,3059874,4005144
3510468,7576010,6195826,7275970
3523174,1758586,3169056,2760920
3588598,6697116,3108518,4908818
3744468,8081010,6608826,7760970
3795084,2121606,2765790,3501000
3808544,8303186,4200600,7645092
3830766,2080416,3750750,4470894
3887598,7255116,3367518,5317818
3906868,4284952,2178484,3960880
3978468,8586010,7021826,8245970
4009002,3056764,2704676,4513128
4009002,3648912,3496874,4577144
4075164,2275650,1554444,1589454
4080544,8896186,4500600,8191092
4110174,2051586,3697056,3220920
4186598,7813116,3626518,5726818
4212468,9091010,7434826,8730970
4213766,2288416,4125750,4917894
4228224,3313310,3257254,4396392
4337084,2424606,3160790,4001000
4340868,4760952,2420484,4400880
4352544,9489186,4800600,8737092
4370874,5721144,5011002,4560912
4446468,9596010,7847826,9215970
4485598,8371116,3885518,6135818
4510002,3438764,3042676,5077128
4510002,4104912,3933874,5149144
4596766,2496416,4500750,5364894
4624544,10082186,5100600,9283092
4657164,2600650,1776444,1816454
4680468,10101010,8260826,9700970
4697174,2344586,4225056,3680920
4774868,5236952,2662484,4840880
4784598,8929116,4144518,6544818
4807874,6293144,5512002,5016912
4879084,2727606,3555790,4501000
4896544,10675186,5400600,9829092
4914468,10606010,8673826,10185970
4979766,2704416,4875750,5811894
5011002,3820764,3380676,5641128
5083598,9487116,4403518,6953818
5148468,11111010,9086826,10670970
5168544,11268186,5700600,10375092
5208868,5712952,2904484,5280880
5239164,2925650,1998444,2043454
5284174,2637586,4753056,4140920
5362766,2912416,5250750,6258894
5382468,11616010,9499826,11155970
5382598,10045116,4662518,7362818
5421084,3030606,3950790,5001000
5440544,11861186,6000600,10921092
5512002,4202764,3718676,6205128
5616468,12121010,9912826,11640970
5642868,6188952,3146484,5720880
5681598,10603116,4921518,7771818
5681874,7437144,6514002,5928912
5712544,12454186,6300600,11467092
5745766,3120416,5625750,6705894
5821164,3250650,2220444,2270454
5850468,12626010,10325826,12125970
5871174,2930586,5281056,4600920
5963084,3333606,4345790,5501000
5980598,11161116,5180518,8180818
5984544,13047186,6600600,12013092
6013002,4584764,4056676,6769128
6013002,5472912,5244874,6865144
6014004,6015006,6019014,6018012
6076868,6664952,3388484,6160880
6084468,13131010,10738826,12610970
6118874,8009144,7015002,6384912
6128766,3328416,6000750,7152894
6256544,13640186,6900600,12559092
6279598,11719116,5439518,8589818
6318468,13636010,11151826,13095970
6340224,4968310,4884254,6592392
6403164,3575650,2442444,2497454
6458174,3223586,5809056,5060920
6505084,3636606,4740790,6001000
6510868,7140952,3630484,6600880
6511766,3536416,6375750,7599894
6514002,4966764,4394676,7333128
6528544,14233186,7200600,13105092
6552468,14141010,11564826,13580970
6555874,8581144,7516002,6840912
6578598,12277116,5698518,8998818
6786468,14646010,11977826,14065970
6800544,14826186,7500600,13651092
6877598,12835116,5957518,9407818
6894766,3744416,6750750,8046894
6944868,7616952,3872484,7040880
6985164,3900650,2664444,2724454
7015002,5348764,4732676,7897128
7020468,15151010,12390826,14550970
7045174,3516586,6337056,5520920
7047084,3939606,5135790,6501000
7072544,15419186,7800600,14197092
7099092,3536544,7710186,3900600
7176598,13393116,6216518,9816818
7254468,15656010,12803826,15035970
7277766,3952416,7125750,8493894
7344544,16012186,8100600,14743092
7378868,8092952,4114484,7480880
7429874,9725144,8518002,7752912
7475598,13951116,6475518,10225818
7488468,16161010,13216826,15520970
7516002,5730764,5070676,8461128
7567164,4225650,2886444,2951454
7589084,4242606,5530790,7001000
7616544,16605186,8400600,15289092
7632174,3809586,6865056,5980920
7660766,4160416,7500750,8940894
7722468,16666010,13629826,16005970
7774598,14509116,6734518,10634818
7812868,8568952,4356484,7920880
7866874,10297144,9019002,8208912
7888544,17198186,8700600,15835092
7956468,17171010,14042826,16490970
8017002,6112764,5408676,9025128
8043766,4368416,7875750,9387894
8073598,15067116,6993518,11043818
8131084,4545606,5925790,7501000
8149164,4550650,3108444,3178454
8160544,17791186,9000600,16381092
8190468,17676010,14455826,16975970
8219174,4102586,7393056,6440920
8246868,9044952,4598484,8360880
8303874,10869144,9520002,8664912
8372598,15625116,7252518,11452818
8424468,18181010,14868826,17460970
8426766,4576416,8250750,9834894
8432544,18384186,9300600,16927092
8452224,6623310,6511254,8788392
8518002,6494764,5746676,9589128
8547518,13497818,9867598,18415116
8658468,18686010,15281826,17945970
8671598,16183116,7511518,11861818
8673084,4848606,6320790,8001000
8680868,9520952,4840484,8800880
8690790,11001000,11925084,6666606
8704544,18977186,9600600,17473092
8731164,4875650,3330444,3405454
8740874,11441144,10021002,9120912
8806174,4395586,7921056,6900920
8809766,4784416,8625750,10281894
8892468,19191010,15694826,18430970
8970598,16741116,7770518,12270818
8976544,19570186,9900600,18019092
9019002,6876764,6084676,10153128
9114868,9996952,5082484,9240880
9126468,19696010,16107826,18915970
9153144,8017002,7296912,6992874
9177874,12013144,10522002,9576912
9192766,4992416,9000750,10728894
9215084,5151606,6715790,8501000
9248544,20163186,10200600,18565092
9269598,17299116,8029518,12679818
9313164,5200650,3552444,3632454
9360468,20201010,16520826,19400970
9393174,4688586,8449056,7360920
9520002,7258764,6422676,10717128
9520544,20756186,10500600,19111092
9548868,10472952,5324484,9680880
9568598,17857116,8288518,13088818
9575766,5200416,9375750,11175894
9594468,20706010,16933826,19885970
9614874,12585144,11023002,10032912
9757084,5454606,7110790,9001000
9792544,21349186,10800600,19657092
9828468,21211010,17346826,20370970
9895164,5525650,3774444,3859454
9958766,5408416,9750750,11622894
9980174,4981586,8977056,7820920
9982868,10948952,5566484,10120880
10021002,7640764,6760676,11281128
10051874,13157144,11524002,10488912
10062468,21716010,17759826,20855970
10064544,21942186,11100600,20203092
10166598,18973116,8806518,13906818
10296468,22221010,18172826,21340970
10299084,5757606,7505790,9501000
10336544,22535186,11400600,20749092
10341766,5616416,10125750,12069894
10416868,11424952,5808484,10560880
10465598,19531116,9065518,14315818
10477164,5850650,3996444,4086454
10488874,13729144,12025002,10944912
10522002,8022764,7098676,11845128
10530468,22726010,18585826,21825970
10564224,8278310,8138254,10984392
10567174,5274586,9505056,8280920
10608544,23128186,11700600,21295092
10724766,5824416,10500750,12516894
10764468,23231010,18998826,22310970
10764598,20089116,9324518,14724818
10841084,6060606,7900790,10001000
10850868,11900952,6050484,11000880
10880544,23721186,12000600,21841092
10925874,14301144,12526002,11400912
10998468,23736010,19411826,22795970
11023002,8404764,7436676,12409128
11059164,6175650,4218444,4313454
11063598,20647116,9583518,15133818
11107766,6032416,10875750,12963894
11152544,24314186,12300600,22387092
11154174,5567586,10033056,8740920
11232468,24241010,19824826,23280970
11284868,12376952,6292484,11440880
11362598,21205116,9842518,15542818
11362874,14873144,13027002,11856912
11383084,6363606,8295790,10501000
11424544,24907186,12600600,22933092
11466468,24746010,20237826,23765970
11490766,6240416,11250750,13410894
11524002,8786764,7774676,12973128
11641164,6500650,4440444,4540454
11661598,21763116,10101518,15951818
11696544,25500186,12900600,23479092
11700468,25251010,20650826,24250970
11718868,12852952,6534484,11880880
11741174,5860586,10561056,9200920
11799874,15445144,13528002,12312912
11873766,6448416,11625750,13857894
11934468,25756010,21063826,24735970
11960598,22321116,10360518,16360818
11968544,26093186,13200600,24025092
12016004,12018006,12026014,12024012
12025002,9168764,8112676,13537128
12152868,13328952,6776484,12320880
12223164,6825650,4662444,4767454
12236874,16017144,14029002,12768912
12240544,26686186,13500600,24571092
12256766,6656416,12000750,14304894
12259598,22879116,10619518,16769818
12328174,6153586,11089056,9660920
12467084,6969606,9085790,11501000
12512544,27279186,13800600,25117092
12526002,9550764,8450676,14101128
12558598,23437116,10878518,17178818
